effaf81a-29c1-102b-9a4a-00304854f821;Anolis inderenae;Animalia;Chordata;Reptilia;Squamata;Dactyloidae;Anolis;inderenae;species;Rueda y Hernández, 1988;Camaleón de Cundinamarca
effaf81a-29c1-102b-9a4a-00304854f822;Ptychoglossus danieli;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Ptychoglossus;danieli;species;Harris, 1994;Lagarto de escamas grandes del Hermano Daniel
effaf81a-29c1-102b-9a4a-00304854f823;Anadia pamplonensis;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Anadia;pamplonensis;species;Dunn, 1944;Anadia de Pamplona
effaf81a-29c1-102b-9a4a-00304854f824;Anolis calimae;Animalia;Chordata;Reptilia;Squamata;Dactyloidae;Anolis;calimae;species;Ayala, Harris y Williams, 1983; Anolis de Calima
effaf81a-29c1-102b-9a4a-00304854f825;Anolis ruizii;Animalia;Chordata;Reptilia;Squamata;Dactyloidae;Anolis;ruizii;species;Rueda y Williams, 1986;Camaleón de Ruíz
effaf81a-29c1-102b-9a4a-00304854f826;Lepidoblepharis miyatai;Animalia;Chordata;Reptilia;Squamata;Sphaerodactylidae;Lepidoblepharis;miyatai;species;Lamar, 1985;Gecko de hojarasca de Miyata
effaf81a-29c1-102b-9a4a-00304854f827;Riama columbiana;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Riama;columbiana;species;Andersson, 1914;Lagartija colombiana de hojarasca
effaf81a-29c1-102b-9a4a-00304854f828;Riama simotera;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Riama;simotera;species;O´Shaughenssy, 1879;Lagarto de bombilla de O´Shaughnessy
effaf81a-29c1-102b-9a4a-00304854f829;Morunasaurus groi;Animalia;Chordata;Reptilia;Squamata;Holpocercidae;Morunasaurus;groi;species;Dunn, 1933;Mantícoras de Gro
effaf81a-29c1-102b-9a4a-00304854f830;Lepidoblepharis williamsi;Animalia;Chordata;Reptilia;Squamata;Sphaerodactylidae;Lepidoblepharis;williamsi;species;Ayala y Serna, 1986;Salamanqueja de Williams
effaf81a-29c1-102b-9a4a-00304854f831;Anadia antioquensis;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Anadia;antioquensis;species;Arredondo, 2013;Anadia de Antioquia
effaf81a-29c1-102b-9a4a-00304854f832;Aristelliger georgeensis;Animalia;Chordata;Reptilia;Squamata;Sphaerodactylidae;Aristelliger;georgeensis;species;Bocourt, 1873;Gecko pestañudo
effaf81a-29c1-102b-9a4a-00304854f833;Anadia bogotensis;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Anadia;bogotensis;species;Peters, 1862;Lagartija de Bogotá
effaf81a-29c1-102b-9a4a-00304854f834;Riama laevis;Animalia;Chordata;Reptilia;Squamata;Gymnophthalmidae;Riama;laevis;species;Boulenger, 1908;Lagartija de hojarasca de escamas lisas
effaf81a-29c1-102b-9a4a-00304854f835;Enyaliodes oshaughenssyi;Animalia;Chordata;Reptilia;Squamata;Holpocercidae;Enyaliodes;oshaughenssyi;species;Boulenger, 1881;Lagartija de palo ojiroja
effaf81a-29c1-102b-9a4a-00304854f836;Morunasaurus annularis;Animalia;Chordata;Reptilia;Squamata;Holpocercidae;Morunasaurus;annularis;species;O´Shaughenssy, 1881;Mantícoras de anillos
effaf81a-29c1-102b-9a4a-00304854f837;Dendrophidion boshelli;Animalia;Chordata;Reptilia;Squamata;Colubridae;Dendrophidion;boshelli;species;Dunn, 1944;Culebra de Boshelli
effaf81a-29c1-102b-9a4a-00304854f838;Coniophanes andresensis;Animalia;Chordata;Reptilia;Squamata;Colubridae;Coniophanes;andresensis;species;Bailey, 1937;Serpiente de San Andrés
effaf81a-29c1-102b-9a4a-00304854f839;Synophis plectovertebralis;Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Synophis;plectovertebralis;species;Sheil y Grant, 2001;Serpiente del caño del Dagua
effaf81a-29c1-102b-9a4a-00304854f840;Micrurus medemi;Animalia;Chordata;Reptilia;Squamata;Elapidae;Micrurus;medemi;species;Roze, 1967;Coral de Villavicencio
effaf81a-29c1-102b-9a4a-00304854f841;Atractus punctiventris;Animalia;Chordata;Reptilia;Squamata;Colubridae;Atractus;punctiventris;species;Amaral, 1933;Culebra tierrera de vientre punteado
effaf81a-29c1-102b-9a4a-00304854f842;Saphenophis seniderni;Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Saphenophis;seniderni;species;Myers, 1973;Serpiente de Sneiderni
effaf81a-29c1-102b-9a4a-00304854f843;Micrurus sangilensis;Animalia;Chordata;Reptilia;Squamata;Elapidae;Micrurus;sangilensis;species;Nicéforo María, 1942;Coral sanguileña
effaf81a-29c1-102b-9a4a-00304854f844;Atractus orcesi;Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Atractus;orcesi;species;Savage, 1955;Culebra tierrera de Orcés
effaf81a-29c1-102b-9a4a-00304854f845;Atractus nicefori;Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Atractus;nicefori;species;Amaral, 1930;Serpiente tierrera del Hermano Nicéforo
effaf81a-29c1-102b-9a4a-00304854f846;Bothrocophias campbelli;Animalia;Chordata;Reptilia;Squamata;Viperidae;Bothrocophias;campbelli;species;Freire-Lascano, 1991;Víbora de Campbell
effaf81a-29c1-102b-9a4a-00304854f847;Caretta caretta;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;caretta;species;Linnaeus, 1758;Caguama
